AILI(sub, obj, type, content, context, time)
Speech(993, 995, Negative, Not so fun ..., null, 1233)
Speech(987, 989, Positive, This is fun!, null, 1244)
Speech(995, 993, Positive, This is fun!, null, 1331)
Speech(991, 995, Positive, This is fun!, null, 1333)
Speech(991, 995, Positive, This is fun!, null, 1347)
Speech(991, 993, Negative, Not so fun ..., null, 1368)
Speech(993, 991, Positive, This is fun!, null, 1391)
Speech(995, 993, Negative, Not so fun ..., null, 1414)
Speech(991, 995, Negative, Not so fun ..., null, 1420)
Speech(987, 989, Positive, This is fun!, null, 1428)
Speech(987, 989, Proposal, Will you come to the prom with me!, null, 1428)
Thought(989, 987, Conflict, Should I go to the Prom with 987? I really want to go with 991, null, 1428)
Speech(989, 987, Accept, Yes 987! I'd love to go to the Prom with you!, null, 1428)
Speech(995, 989, Positive, This is fun!, null, 1626)
Speech(991, 993, Positive, This is fun!, null, 1659)
Speech(991, 993, Positive, This is fun!, null, 1665)
Speech(987, 993, Negative, Not so fun ..., null, 1679)
Speech(993, 987, Positive, This is fun!, null, 1696)
Speech(991, 993, Positive, This is fun!, null, 1697)
Speech(993, 991, Positive, This is fun!, null, 1706)
Speech(993, 987, Negative, Not so fun ..., null, 1718)
Speech(991, 993, Negative, Not so fun ..., null, 1731)
Speech(991, 993, Positive, This is fun!, null, 1768)
Speech(991, 993, Positive, This is fun!, null, 1774)
Speech(991, 993, Proposal, Will you come to the prom with me!, null, 1774)
Thought(993, 991, Conflict, Should I go to the Prom with 991? I really want to go with 995, null, 1774)
Speech(993, 991, Rejection, I'm Sorry 991, I don't want to go to the Prom with you., null, 1774)
Speech(993, 991, Proposal, Will you come to the prom with me!, null, 1774)
Thought(991, 993, Conflict, Should I go to the Prom with 993? I really want to go with 995, null, 1774)
Speech(991, 993, Accept, Yes 993! I'd love to go to the Prom with you!, null, 1774)
Speech(987, 993, Positive, This is fun!, null, 1800)
Speech(995, 989, Positive, This is fun!, null, 1807)
Speech(987, 991, Positive, This is fun!, null, 1845)
Speech(987, 991, Positive, This is fun!, null, 1857)
Speech(989, 987, Positive, This is fun!, null, 1870)
Speech(995, 987, Negative, Not so fun ..., null, 1873)
Speech(991, 987, Positive, This is fun!, null, 1882)
Speech(989, 987, Positive, This is fun!, null, 1916)
Speech(987, 989, Positive, This is fun!, null, 1933)
Speech(991, 989, Negative, Not so fun ..., null, 1974)
Speech(991, 989, Positive, This is fun!, null, 1984)
Speech(995, 991, Positive, This is fun!, null, 1990)
Speech(987, 991, Negative, Not so fun ..., null, 2000)
Speech(989, 987, Positive, This is fun!, null, 2018)
Speech(991, 989, Negative, Not so fun ..., null, 2018)
Speech(995, 991, Positive, This is fun!, null, 2043)
