AILI(sub, obj, type, content, context, time)
Speech(987, 989, Negative, Not so fun ..., null, 997)
Speech(993, 991, Positive, This is fun!, null, 998)
Speech(987, 989, Positive, This is fun!, null, 1011)
Speech(993, 989, Negative, Not so fun ..., null, 1021)
Speech(993, 987, Negative, Not so fun ..., null, 1025)
Speech(993, 989, Positive, This is fun!, null, 1066)
Speech(989, 991, Positive, This is fun!, null, 1077)
Speech(995, 993, Positive, This is fun!, null, 1097)
Speech(993, 989, Negative, Not so fun ..., null, 1099)
Speech(989, 993, Positive, This is fun!, null, 1297)
Speech(993, 989, Negative, Not so fun ..., null, 1313)
Speech(989, 993, Positive, This is fun!, null, 1331)
Speech(987, 993, Negative, Not so fun ..., null, 1364)
Speech(991, 995, Negative, Not so fun ..., null, 1401)
Speech(993, 989, Positive, This is fun!, null, 1406)
Speech(995, 991, Positive, This is fun!, null, 1422)
Speech(993, 987, Positive, This is fun!, null, 1455)
Speech(987, 989, Positive, This is fun!, null, 1466)
Speech(989, 987, Positive, This is fun!, null, 1468)
Speech(987, 989, Positive, This is fun!, null, 1473)
Speech(993, 987, Positive, This is fun!, null, 1602)
Speech(987, 993, Negative, Not so fun ..., null, 1609)
Speech(993, 987, Positive, This is fun!, null, 1624)
Speech(989, 991, Positive, This is fun!, null, 1647)
Speech(995, 989, Positive, This is fun!, null, 1671)
Speech(995, 989, Proposal, Will you come to the prom with me!, null, 1671)
Thought(989, 995, Conflict, Should I go to the Prom with 995? I really want to go with 991, null, 1671)
Speech(989, 995, Rejection, I'm Sorry 995, I don't want to go to the Prom with you., null, 1671)
Speech(989, 995, Proposal, Will you come to the prom with me!, null, 1672)
Thought(995, 989, Conflict, Should I go to the Prom with 989? I really want to go with 987, null, 1672)
Speech(995, 989, Accept, Yes 989! I'd love to go to the Prom with you!, null, 1672)
Speech(993, 987, Positive, This is fun!, null, 1699)
Speech(991, 995, Positive, This is fun!, null, 1703)
Speech(989, 991, Positive, This is fun!, null, 1723)
Speech(987, 993, Positive, This is fun!, null, 1730)
