AILI(sub, obj, type, content, context, time)
Speech(993, 989, Positive, This is fun!, null, 677)
Speech(993, 987, Negative, Not so fun ..., null, 688)
Speech(993, 987, Positive, This is fun!, null, 698)
Speech(989, 987, Positive, This is fun!, null, 729)
Speech(989, 991, Positive, This is fun!, null, 732)
Speech(991, 989, Positive, This is fun!, null, 741)
Speech(991, 993, Positive, This is fun!, null, 742)
Speech(993, 989, Positive, This is fun!, null, 746)
Speech(995, 989, Positive, This is fun!, null, 758)
Speech(989, 991, Negative, Not so fun ..., null, 762)
Speech(995, 989, Positive, This is fun!, null, 772)
Speech(991, 993, Positive, This is fun!, null, 778)
Speech(995, 987, Positive, This is fun!, null, 781)
Speech(989, 993, Negative, Not so fun ..., null, 802)
Speech(987, 991, Negative, Not so fun ..., null, 827)
Speech(989, 991, Negative, Not so fun ..., null, 835)
Speech(991, 989, Positive, This is fun!, null, 837)
Speech(993, 989, Negative, Not so fun ..., null, 851)
Speech(989, 991, Positive, This is fun!, null, 904)
Speech(995, 991, Positive, This is fun!, null, 932)
Speech(987, 989, Positive, This is fun!, null, 971)
Speech(995, 989, Positive, This is fun!, null, 981)
Speech(995, 989, Proposal, Will you come to the prom with me!, null, 981)
Thought(989, 995, Conflict, Should I go to the Prom with 995? I really want to go with 991, null, 981)
Speech(989, 995, Rejection, I'm Sorry 995, I don't want to go to the Prom with you., null, 981)
Speech(995, 989, Negative, Not so fun ..., null, 1004)
Speech(987, 991, Positive, This is fun!, null, 1020)
Speech(989, 987, Negative, Not so fun ..., null, 1048)
Speech(987, 989, Positive, This is fun!, null, 1080)
Speech(989, 991, Positive, This is fun!, null, 1088)
Speech(991, 989, Positive, This is fun!, null, 1180)
Speech(989, 991, Positive, This is fun!, null, 1216)
Speech(995, 993, Positive, This is fun!, null, 1231)
Speech(991, 989, Positive, This is fun!, null, 1262)
Speech(989, 991, Positive, This is fun!, null, 1299)
Speech(989, 991, Proposal, Will you come to the prom with me!, null, 1299)
Speech(991, 989, Accept, Yes 989! I'd love to go to the Prom with you!, null, 1299)
Speech(995, 993, Positive, This is fun!, null, 1321)
Speech(989, 991, Positive, This is fun!, null, 1364)
Speech(991, 989, Positive, This is fun!, null, 1467)
Speech(991, 989, Negative, Not so fun ..., null, 1496)
Speech(987, 989, Positive, This is fun!, null, 1631)
Speech(987, 991, Negative, Not so fun ..., null, 1637)
Speech(991, 987, Negative, Not so fun ..., null, 1676)
Speech(987, 989, Positive, This is fun!, null, 1683)
Speech(995, 987, Positive, This is fun!, null, 1685)
Speech(987, 995, Positive, This is fun!, null, 1691)
Speech(989, 991, Positive, This is fun!, null, 1693)
Speech(987, 989, Positive, This is fun!, null, 1709)
Speech(987, 995, Positive, This is fun!, null, 1711)
Speech(987, 995, Proposal, Will you come to the prom with me!, null, 1711)
Thought(995, 987, Conflict, Should I go to the Prom with 987? I really want to go with 993, null, 1711)
Speech(995, 987, Accept, Yes 987! I'd love to go to the Prom with you!, null, 1711)
Speech(991, 995, Positive, This is fun!, null, 1725)
Speech(987, 995, Positive, This is fun!, null, 1734)
Speech(987, 989, Positive, This is fun!, null, 1736)
Speech(989, 987, Positive, This is fun!, null, 1744)
Speech(987, 989, Positive, This is fun!, null, 1755)
Speech(987, 991, Positive, This is fun!, null, 1765)
Speech(991, 989, Negative, Not so fun ..., null, 1772)
Speech(989, 995, Negative, Not so fun ..., null, 1775)
Speech(995, 991, Positive, This is fun!, null, 1825)
Speech(991, 989, Positive, This is fun!, null, 1827)
Speech(993, 987, Positive, This is fun!, null, 1827)
Speech(989, 987, Positive, This is fun!, null, 1846)
Speech(995, 991, Negative, Not so fun ..., null, 1849)
Speech(995, 989, Positive, This is fun!, null, 1890)
