AILI(sub, obj, type, content, context, time)
Thought(989, 995, Conflict, Should I go to the Prom with 995? I really want to go with 993, null, 1260)
Speech(989, 995, Rejection, I'm Sorry 995, I don't want to go to the Prom with you., null, 1260)
Speech(989, 995, Proposal, Will you come to the prom with me!, null, 1261)
Thought(995, 989, Conflict, Should I go to the Prom with 989? I really want to go with 993, null, 1261)
Speech(995, 989, Rejection, I'm Sorry 989, I don't want to go to the Prom with you., null, 1261)
Speech(989, 993, Positive, This is fun!, null, 1283)
Speech(993, 995, Positive, This is fun!, null, 1292)
Speech(993, 995, Proposal, Will you come to the prom with me!, null, 1292)
Speech(995, 993, Accept, Yes 993! I'd love to go to the Prom with you!, null, 1292)
Speech(989, 995, Positive, This is fun!, null, 1300)
Speech(995, 993, Positive, This is fun!, null, 1304)
Speech(993, 995, Positive, This is fun!, null, 1333)
Speech(993, 995, Positive, This is fun!, null, 1345)
Speech(991, 987, Positive, This is fun!, null, 1357)
Speech(995, 993, Positive, This is fun!, null, 1358)
Speech(995, 993, Negative, Not so fun ..., null, 1375)
Speech(989, 995, Positive, This is fun!, null, 1377)
Speech(987, 991, Positive, This is fun!, null, 1384)
Speech(995, 993, Negative, Not so fun ..., null, 1407)
Speech(991, 987, Positive, This is fun!, null, 1419)
Speech(995, 993, Positive, This is fun!, null, 1455)
Speech(987, 991, Positive, This is fun!, null, 1486)
Speech(995, 993, Negative, Not so fun ..., null, 1489)
Speech(989, 995, Negative, Not so fun ..., null, 1491)
